"This data is licensed under a Creative Commons Attribution-NonCommercial License. http://creativecommons.org/licenses/by-nc/3.0/us/"
"Quote ID","End ID","Who ID","Who (Normalized)","Is Continued?","Is Inner?","Is Auto-generated?"
"06002014.1","06002014.2","06002014.03","#unnamed","0","0","0"
"06002016.1","06002016.2","06002016.02","Rahab","0","0","0"
"06002017.1","06002020.1","06002017.02","#unnamed","0","0","0"
"06002021.1","06002021.2","06002021.02","Rahab","0","0","0"
"06002024.1","06002024.2","06002024.02","#unnamed","0","0","0"
"06003003.1","06003004.1","06003002.08","#unnamed","0","0","0"
"06003005.1","06003005.2","06003005.02","Joshua","0","0","0"
"06003006.1","06003006.2","06003006.02","Joshua","0","0","0"
"06003007.1","06003008.3","06003007.02","Lord","0","0","0"
"06003008.1","06003008.2",NULL,NULL,NULL,"1","0"
"06003009.1","06003009.2","06003009.02","Joshua","0","0","0"
"06003010.1","06003013.1","06003010.02","Joshua","0","0","0"
"06004002.1","06004003.3","06004001.18","Lord","0","0","0"
"06004003.1","06004003.2",NULL,NULL,NULL,"1","0"
"06004005.1","06004007.1","06004005.02","Joshua","0","0","0"
"06004006.1","06004006.2",NULL,NULL,NULL,"1","0"
"06004016.1","06004016.2","06004015.03","Lord","0","0","0"
"06004017.1","06004017.2","06004017.02","Joshua","0","0","0"
"06004021.1","06004024.1","06004021.02","Joshua","0","0","0"
"06004021.2","06004021.3",NULL,NULL,NULL,"1","0"
"06004022.1","06004022.2",NULL,NULL,NULL,"1","0"
"06005002.1","06005002.2","06005002.05","Lord","0","0","0"
"06005009.1","06005009.2","06005009.03","Lord","0","0","0"
"06005013.1","06005013.2","06005013.35","Joshua","0","0","0"
"06005014.1","06005014.2","06005014.02","angel","0","0","0"
"06005014.3","06005014.4","06005014.21","Joshua","0","0","0"
"06005015.1","06005015.2","06005015.03","angel","0","0","0"
"06006002.1","06006005.1","06006002.03","Lord","0","0","0"
"06006006.1","06006006.2","06006006.02","Joshua","0","0","0"
"06006007.1","06006007.2","06006007.02","Joshua","0","0","0"
"06006010.1","06006010.2","06006010.02","Joshua","0","0","0"
"06006016.1","06006019.1","06006016.13","Joshua","0","0","0"
"06006022.1","06006022.2","06006022.12","Joshua","0","0","0"
"06006026.1","06006026.3","06006026.01","Joshua","0","0","0"
"06007002.1","06007002.2","06007002.01","Joshua","0","0","0"
"06007003.1","06007003.2","06007003.02","#unnamed","0","0","0"
"06007007.1","06007009.1","06007007.02","Joshua","0","0","0"
"06007010.1","06007015.2","06007010.06","Lord","0","0","0"
"06007013.1","06007015.1",NULL,NULL,NULL,"1","0"
"06007013.2","06007013.3",NULL,NULL,NULL,"1","0"
"06007019.1","06007019.2","06007019.02","Joshua","0","0","0"
"06007020.1","06007021.1","06007020.02","Achan","0","0","0"
"06007025.1","06007025.2","06007025.02","Joshua","0","0","0"
"06008001.1","06008002.1","06008001.07","Lord","0","0","0"
"06008004.1","06008008.1","06008004.02","Joshua","0","0","0"
"06008006.1","06008006.2",NULL,NULL,NULL,"1","0"
"06008018.1","06008018.2","06008018.03","Lord","0","0","0"
"06008031.1","06008031.2",,"#citation","0","0","0"
"06009006.1","06009006.2","06009006.02","#unnamed","0","0","0"
"06009007.1","06009007.2","06009007.03","#people","0","0","0"
"06009008.1","06009008.2","06009008.01","#unnamed","0","0","0"
"06009008.3","06009008.4","06009008.10","Joshua","0","0","0"
"06009009.1","06009013.1","06009009.01","#unnamed","0","0","0"
"06009011.1","06009011.4",NULL,NULL,NULL,"1","0"
"06009011.2","06009011.3",NULL,NULL,NULL,"1","0"
"06009019.1","06009020.1","06009019.04","#unnamed","0","0","0"
"06009021.1","06009021.2","06009021.03","#unnamed","0","0","0"
"06009022.1","06009023.1","06009022.01","Joshua","0","0","0"
"06009022.2","06009022.3",NULL,NULL,NULL,"1","0"
"06009024.1","06009025.1","06009024.01","#unnamed","0","0","0"
"06010004.1","06010004.2","06010003.02","Adoni-zedek","0","0","0"
"06010006.1","06010006.2","06010006.03","#unnamed","0","0","0"
"06010008.1","06010008.2","06010008.03","Lord","0","0","0"
"06010012.1","06010012.2","06010012.04","Joshua","0","0","0"
"06010017.1","06010017.2",,"#unspecified","0","0","0"
"06010018.1","06010019.1","06010018.02","Joshua","0","0","0"
"06010022.1","06010022.2","06010022.02","Joshua","0","0","0"
"06010024.1","06010024.2","06010024.10","Joshua","0","0","0"
"06010025.1","06010025.2","06010025.02","Joshua","0","0","0"
"06011006.1","06011006.2","06011006.03","Lord","0","0","0"
"06013001.1","06013007.1","06013001.16","Lord","0","0","0"
"06014006.1","06014012.1","06014006.16","Caleb","0","0","0"
"06014009.1","06014009.2",NULL,NULL,NULL,"1","0"
"06015016.1","06015016.2","06015016.02","Caleb","0","0","0"
"06015018.1","06015018.2","06015018.23","Caleb","0","0","0"
"06015019.1","06015019.2","06015019.01","Achsah","0","0","0"
"06017004.1","06017004.2","06017004.01","Zelophehad's daughters","0","0","0"
"06017014.1","06017014.2","06017014.03","#people","0","0","0"
"06017015.1","06017015.2","06017015.02","Joshua","0","0","0"
"06017016.1","06017016.2","06017016.02","#people","0","0","0"
"06017017.1","06017018.1","06017017.02","Joshua","0","0","0"
"06018003.1","06018007.1","06018003.02","Joshua","0","0","0"
"06018008.1","06018008.2","06018008.08","Joshua","0","0","0"
"06020002.1","06020006.2","06020001.07","Lord","0","0","0"
"06020002.2","06020006.1",NULL,NULL,NULL,"1","0"
"06021002.1","06021002.2","06021002.02","#unnamed","0","0","0"
"06022002.1","06022005.1","06022001.09","Joshua","0","0","0"
"06022008.1","06022008.2","06022008.01","Joshua","0","0","0"
"06022011.1","06022011.2","06022011.03","#people","0","0","0"
"06022016.1","06022020.2","06022015.24","#people","0","0","0"
"06022016.2","06022020.1",NULL,NULL,NULL,"1","0"
"06022022.1","06022029.1","06022021.03 06022021.07 06022021.12","#unnamed","0","0","0"
"06022024.1","06022025.1",NULL,NULL,NULL,"1","0"
"06022026.1","06022027.3",NULL,NULL,NULL,"1","0"
"06022027.1","06022027.2",NULL,NULL,NULL,"1","0"
"06022028.1","06022028.2",NULL,NULL,NULL,"1","0"
"06022031.1","06022031.2","06022031.02","Phinehas","0","0","0"
"06022034.1","06022034.2","06022034.02 06022034.07","#unnamed","0","0","0"
"06022034.3","06022034.4","06022034.15","#unnamed","1","0","0"
"06023002.1","06023016.1","06023002.01","Joshua","0","0","0"
"06024002.1","06024015.1","06024002.02","Joshua","0","0","0"
"06024002.2","06024013.1",NULL,NULL,NULL,"1","0"
"06024016.1","06024018.1","06024016.03","#people","0","0","0"
"06024019.1","06024020.1","06024019.02","Joshua","0","0","0"
"06024021.1","06024021.2","06024021.03","#people","0","0","0"
"06024022.1","06024022.2","06024022.02","Joshua","0","0","0"
"06024022.3","06024022.4","06024022.22","#people","0","0","0"
"06024023.1","06024023.2","06024023.01","Joshua","0","0","0"
"06024024.1","06024024.2","06024024.03","#people","0","0","0"
"06024027.1","06024027.2","06024027.02","Joshua","0","0","0"
"07001001.1","07001001.2","07001001.12","#people","0","0","0"
"07001002.1","07001002.2","07001002.02","Lord","0","0","0"
"07001003.1","07001003.2","07001003.02","#unnamed","0","0","0"
"07001007.1","07001007.2","07001007.02","Adoni-bezek","0","0","0"
"07001012.1","07001012.2","07001012.02","Caleb","0","0","0"
"07001014.1","07001014.2","07001014.23","Caleb","0","0","0"
"07001015.1","07001015.2","07001015.01","Achsah","0","0","0"
"07001024.1","07001024.2","07001024.13","#unnamed","0","0","0"
"07002001.1","07002003.1","07002001.16","angel","0","0","0"
"07002001.2","07002002.1",NULL,NULL,NULL,"1","0"
"07002020.1","07002022.1","07002020.12","Lord","0","0","0"
"07003019.1","07003019.2","07003019.02","Ehud","0","0","0"
"07003019.3","07003019.4","07003019.23","Eglon","0","0","0"
"07003020.1","07003020.2","07003020.17","Ehud","0","0","0"
"07003024.1","07003024.2","07003024.21","#unnamed","0","0","0"
"07003028.1","07003028.2","07003028.02","Ehud","0","0","0"
"07004006.1","07004007.2","07004006.01","Deborah","0","0","0"
"07004006.2","07004007.1",NULL,NULL,NULL,"1","0"
"07004008.1","07004008.2","07004008.01","Barak","0","0","0"
"07004009.1","07004009.2","07004009.02","Deborah","0","0","0"
"07004014.1","07004014.2","07004014.02","Deborah","0","0","0"
"07004018.1","07004018.2","07004018.02","Jael","0","0","0"
"07004019.1","07004019.2","07004019.02","Sisera","0","0","0"
"07004020.1","07004020.6","07004020.02","Sisera","0","0","0"
"07004020.2","07004020.3",NULL,NULL,NULL,"1","0"
"07004020.4","07004020.5",NULL,NULL,NULL,"1","0"
"07004022.1","07004022.2","07004022.08","Jael","0","0","0"
"07005002.1","07005031.2","07005001.09 07005001.11","Deborah,Barak","0","0","0"
"07005028.2","07005028.3",NULL,NULL,NULL,"1","0"
"07005030.1","07005030.2",NULL,NULL,NULL,"1","0"
"07006008.1","07006010.3","07006008.12","#unnamed","0","0","0"
"07006010.1","07006010.2",NULL,NULL,NULL,"1","0"
"07006012.1","07006012.2","07006012.03","angel","0","0","0"
"07006013.1","07006013.4","07006013.02","Gideon","0","0","0"
"07006013.2","07006013.3",NULL,NULL,NULL,"1","0"
"07006014.1","07006014.2","07006014.03","Lord","0","0","0"
"07006015.1","07006015.2","07006015.02","Gideon","0","0","0"
"07006016.1","07006016.2","07006016.03","Lord","0","0","0"
"07006017.1","07006018.1","07006017.02","Gideon","0","0","0"
"07006018.2","07006018.3","07006018.23","angel","0","0","0"
"07006020.1","07006020.2","07006020.03","angel","0","0","0"
"07006022.1","07006022.2","07006022.13","Gideon","0","0","0"
"07006023.1","07006023.2","07006023.03","Lord","0","0","0"
"07006025.1","07006026.1","07006025.04","Lord","0","0","0"
"07006029.1","07006029.2","07006029.02","#unnamed","0","0","0"
"07006029.3","07006029.4","07006029.19","#unnamed","0","0","0"
"07006030.1","07006030.2","07006030.03","#unnamed","0","0","0"
"07006031.1","07006031.2","07006031.02","Joash","0","0","0"
"07006032.1","07006032.2",,"#unspecified","0","0","0"
"07006036.1","07006037.1","07006036.07","Gideon","0","0","0"
"07006039.1","07006039.2","07006039.02","Gideon","0","0","0"
"07007002.1","07007003.3","07007002.02","Lord","0","0","0"
"07007002.2","07007002.3",NULL,NULL,NULL,"1","0"
"07007003.1","07007003.2",NULL,NULL,NULL,"1","0"
"07007004.1","07007004.6","07007004.03","Lord","0","0","0"
"07007004.2","07007004.3",NULL,NULL,NULL,"1","0"
"07007004.4","07007004.5",NULL,NULL,NULL,"1","0"
"07007005.1","07007005.2","07007005.12","Lord","0","0","0"
"07007007.1","07007007.2","07007007.03","Lord","0","0","0"
"07007009.1","07007011.1","07007009.05","Lord","0","0","0"
"07007013.1","07007013.2","07007013.15","#unnamed","0","0","0"
"07007014.1","07007014.2","07007014.03","#unnamed","0","0","0"
"07007015.1","07007015.2","07007015.17","Gideon","0","0","0"
"07007017.1","07007018.3","07007017.02","Gideon","0","0","0"
"07007018.1","07007018.2",NULL,NULL,NULL,"1","0"
"07007020.1","07007020.2","07007020.30","#unnamed","0","0","0"
"07007024.1","07007024.2","07007024.01","Gideon","0","0","0"
"07008001.1","07008001.2","07008001.08","#unnamed","0","0","0"
"07008002.1","07008003.1","07008002.02","Gideon","0","0","0"
"07008005.1","07008005.2","07008005.02","Gideon","0","0","0"
"07008006.1","07008006.2","07008006.03","#unnamed","0","0","0"
"07008007.1","07008007.2","07008007.02","Gideon","0","0","0"
"07008009.1","07008009.2","07008009.02","Gideon","0","0","0"
"07008015.1","07008015.4","07008015.02","Gideon","0","0","0"
"07008015.2","07008015.3",NULL,NULL,NULL,"1","0"
"07008018.1","07008018.2","07008018.02","Gideon","0","0","0"
"07008018.3","07008018.4","07008018.05 07008018.07","Zebah,Zalmunna","0","0","0"
"07008019.1","07008019.2","07008019.02","Gideon","0","0","0"
"07008020.1","07008020.2","07008020.02","Gideon","0","0","0"
"07008021.1","07008021.2","07008021.02 07008021.04","Zebah,Zalmunna","0","0","0"
"07008022.1","07008022.2","07008022.05","#people","0","0","0"
"07008023.1","07008023.2","07008023.01","Gideon","0","0","0"
"07008024.1","07008024.2","07008024.02","Gideon","0","0","0"
"07008025.1","07008025.2","07008025.02","#people","0","0","0"
"07009002.1","07009002.4","07009001.04","Abimelech","0","0","0"
"07009002.2","07009002.3",NULL,NULL,NULL,"1","0"
"07009003.1","07009003.2","07009003.29","#unnamed","0","0","0"
"07009007.1","07009020.1","07009007.06","Jotham","0","0","0"
"07009008.1","07009008.2",NULL,NULL,NULL,"1","0"
"07009009.1","07009009.2",NULL,NULL,NULL,"1","0"
"07009010.1","07009010.2",NULL,NULL,NULL,"1","0"
"07009011.1","07009011.2",NULL,NULL,NULL,"1","0"
"07009012.1","07009012.2",NULL,NULL,NULL,"1","0"
"07009013.1","07009013.2",NULL,NULL,NULL,"1","0"
"07009014.1","07009014.2",NULL,NULL,NULL,"1","0"
"07009015.1","07009015.2",NULL,NULL,NULL,"1","0"
"07009028.1","07009029.3","07009028.02","Gaal","0","0","0"
"07009029.1","07009029.2",NULL,NULL,NULL,"1","0"
"07009031.1","07009033.1","07009031.02","Zebul","0","0","0"
"07009036.1","07009036.2","07009036.07","Gaal","0","0","0"
"07009036.3","07009036.4","07009036.20","Zebul","0","0","0"
"07009037.1","07009037.2","07009037.01","Gaal","0","0","0"
"07009038.1","07009038.4","07009038.02","Zebul","0","0","0"
"07009038.2","07009038.3",NULL,NULL,NULL,"1","0"
"07009048.1","07009048.2","07009048.43","Abimelech","0","0","0"
"07009054.1","07009054.4","07009054.02","Abimelech","0","0","0"
"07009054.2","07009054.3",NULL,NULL,NULL,"1","0"
"07010010.1","07010010.2","07010010.03","#people","0","0","0"
"07010011.1","07010014.1","07010011.03","Lord","0","0","0"
"07010015.1","07010015.2","07010015.03","#people","0","0","0"
"07010018.1","07010018.2","07010018.03","#unnamed","0","0","0"
"07011002.1","07011002.2","07011002.12","Jephthah's brothers","0","0","0"
"07011006.1","07011006.2","07011006.02","#unnamed","0","0","0"
"07011007.1","07011007.2","07011007.02","Jephthah","0","0","0"
"07011008.1","07011008.2","07011008.03","#unnamed","0","0","0"
"07011009.1","07011009.2","07011009.01","Jephthah","0","0","0"
"07011010.1","07011010.2","07011010.03","#unnamed","0","0","0"
"07011012.1","07011012.2","07011012.02","Jephthah","0","0","0"
"07011013.1","07011013.2","07011013.03","#unnamed","0","0","0"
"07011015.1","07011027.1","07011014.01","Jephthah","0","0","0"
"07011017.1","07011017.2",NULL,NULL,NULL,"1","0"
"07011019.1","07011019.2",NULL,NULL,NULL,"1","0"
"07011030.1","07011031.1","07011030.02","Jephthah","0","0","0"
"07011035.1","07011035.2","07011035.08","Jephthah","0","0","0"
"07011036.1","07011036.2","07011036.02","Jephthah's daughter","0","0","0"
"07011037.1","07011037.2","07011037.02","Jephthah's daughter","0","0","0"
"07011038.1","07011038.2","07011038.02","Jephthah","0","0","0"
"07012001.1","07012001.2","07012001.14","#unnamed","0","0","0"
"07012002.1","07012003.1","07012002.02","Jephthah","0","0","0"
"07012004.1","07012004.2","07012004.21","#unnamed","0","0","0"
"07012005.1","07012005.2","07012005.18","#unnamed","0","0","0"
"07012005.3","07012005.4","07012005.27","#unnamed","0","0","0"
"07012005.5","07012005.6","07012005.38","#unnamed","0","0","0"
"07012006.1","07012006.2","07012006.01","#unnamed","0","0","0"
"07012006.3","07012006.4","07012006.09","#unnamed","0","0","0"
"07013003.1","07013005.1","07013003.03","angel","0","0","0"
"07013006.1","07013007.3","07013006.03","Samson's mother","0","0","0"
"07013007.1","07013007.2",NULL,NULL,NULL,"1","0"
"07013008.1","07013008.2","07013008.02","Manoah","0","0","0"
"07013010.1","07013010.2","07013010.03","Samson's mother","0","0","0"
"07013011.1","07013011.2","07013011.02","Manoah","0","0","0"
"07013011.3","07013011.4","07013011.28","angel","0","0","0"
"07013012.1","07013012.2","07013012.02","Manoah","0","0","0"
"07013013.1","07013014.1","07013013.03","angel","0","0","0"
"07013015.1","07013015.2","07013015.01","Manoah","0","0","0"
"07013016.1","07013016.2","07013016.03","angel","0","0","0"
"07013017.1","07013017.2","07013017.02","Manoah","0","0","0"
"07013018.1","07013018.2","07013018.03","angel","0","0","0"
"07013022.1","07013022.2","07013022.02","Manoah","0","0","0"
"07013023.1","07013023.2","07013023.03","Samson's mother","0","0","0"
"07014002.1","07014002.2","07014002.02","Samson","0","0","0"
"07014003.1","07014003.2","07014003.03 07014003.05","Manoah,Samson's mother","0","0","0"
"07014003.3","07014003.4","07014003.38","Samson","0","0","0"
"07014012.1","07014013.1","07014012.02","Samson","0","0","0"
"07014013.2","07014013.3","07014013.24","#unnamed","0","0","0"
"07014014.1","07014014.2","07014014.02","Samson","0","0","0"
"07014015.1","07014015.2","07014015.05","#unnamed","0","0","0"
"07014016.1","07014016.2","07014016.03","Samson's wife","0","0","0"
"07014016.3","07014016.4","07014016.36","Samson","0","0","0"
"07014018.1","07014018.2","07014018.03","#unnamed","0","0","0"
"07014018.3","07014018.4","07014018.31","Samson","0","0","0"
"07015001.1","07015001.2","07015001.25","Samson","0","0","0"
"07015002.1","07015002.2","07015002.03","#unnamed","0","0","0"
"07015003.1","07015003.2","07015003.02","Samson","0","0","0"
"07015006.1","07015006.2","07015006.03","#unnamed","0","0","0"
"07015006.3","07015006.4","07015006.10","#unnamed","0","0","0"
"07015007.1","07015007.2","07015007.02","Samson","0","0","0"
"07015010.1","07015010.2","07015010.03","#unnamed","0","0","0"
"07015010.3","07015010.4","07015010.14","#unnamed","0","0","0"
"07015011.1","07015011.2","07015011.03","#unnamed","0","0","0"
"07015011.3","07015011.4","07015011.42","Samson","0","0","0"
"07015012.1","07015012.2","07015012.02","#unnamed","0","0","0"
"07015012.3","07015012.4","07015012.25","Samson","0","0","0"
"07015013.1","07015013.2","07015013.01","#unnamed","0","0","0"
"07015016.1","07015016.2","07015016.02","Samson","0","0","0"
"07015018.1","07015018.2","07015018.07","Samson","0","0","0"
"07016002.1","07016002.2",,"#unspecified","0","0","0"
"07016002.3","07016002.4","07016002.28","#unnamed","0","0","0"
"07016005.1","07016005.2","07016005.03","#unnamed","0","0","0"
"07016006.1","07016006.2","07016006.02","Delilah","0","0","0"
"07016007.1","07016007.2","07016007.01","Samson","0","0","0"
"07016009.1","07016009.2","07016009.13","Delilah","0","0","0"
"07016010.1","07016010.2","07016010.02","Delilah","0","0","0"
"07016011.1","07016011.2","07016011.02","Samson","0","0","0"
"07016012.1","07016012.2","07016012.02","Delilah","0","0","0"
"07016013.1","07016013.2","07016013.02","Delilah","0","0","0"
"07016013.3","07016013.4","07016013.24","Samson","0","0","0"
"07016014.1","07016014.2","07016014.20","Delilah","0","0","0"
"07016015.1","07016015.4","07016015.02","Delilah","0","0","0"
"07016015.2","07016015.3",NULL,NULL,NULL,"1","0"
"07016017.1","07016017.2","07016017.02","Samson","0","0","0"
"07016018.1","07016018.2","07016018.12","Delilah","0","0","0"
"07016020.1","07016020.2","07016020.02","Delilah","0","0","0"
"07016020.3","07016020.4","07016020.11","Samson","0","0","0"
"07016023.1","07016023.2","07016023.25","#unnamed","0","0","0"
"07016024.1","07016024.2","07016024.12","#unnamed","0","0","0"
"07016025.1","07016025.2","07016025.07","#unnamed","0","0","0"
"07016026.1","07016026.2","07016026.02","Samson","0","0","0"
"07016028.1","07016028.2","07016028.02","Samson","0","0","0"
"07016030.1","07016030.2","07016030.02","Samson","0","0","0"
"07017002.1","07017002.2","07017002.02","Micah","0","0","0"
"07017002.3","07017002.4","07017002.41","Micah's mother","0","0","0"
"07017003.1","07017003.2","07017003.14","Micah's mother","0","0","0"
"07017009.1","07017009.2","07017009.02","Micah","0","0","0"
"07017009.3","07017009.4","07017009.12","#unnamed","0","0","0"
"07017010.1","07017010.2","07017010.02","Micah","0","0","0"
"07017013.1","07017013.2","07017013.02","Micah","0","0","0"
"07018002.1","07018002.2","07018002.32","#unnamed","0","0","0"
"07018003.1","07018003.2","07018003.18","#unnamed","0","0","0"
"07018004.1","07018004.2","07018004.02","#unnamed","0","0","0"
"07018005.1","07018005.2","07018005.02","#unnamed","0","0","0"
"07018006.1","07018006.2","07018006.03","#unnamed","0","0","0"
"07018008.1","07018008.2","07018008.13","#unnamed","0","0","0"
"07018009.1","07018010.1","07018009.01","#unnamed","0","0","0"
"07018014.1","07018014.2","07018014.04","#unnamed","0","0","0"
"07018018.1","07018018.2","07018018.23","#unnamed","0","0","0"
"07018019.1","07018019.2","07018019.02","#unnamed","0","0","0"
"07018023.1","07018023.2","07018023.06","#unnamed","0","0","0"
"07018024.1","07018024.4","07018024.02","Micah","0","0","0"
"07018024.2","07018024.3",NULL,NULL,NULL,"1","0"
"07018025.1","07018025.2","07018025.03","#unnamed","0","0","0"
"07019005.1","07019005.2","07019005.20","#unnamed","0","0","0"
